name,nat,dob,bp,ateam,league,year,dteam,overall,removed,why,height,weight,pos,shoots
Jacques Cloutier,CAN,1960-01-03,"Noranda, QC  CAN",Trois Rivieres Draveurs,QMJHL,1979-01-01,7,55,N,,67.0,168.0,G,L
Lindsay Carson,CAN,1960-11-21,"Oxbow, SK  CAN",Billings Bighorns,WHL,1979-01-01,4,56,N,,74.0,195.0,C,L
Keith Crowder,CAN,1959-01-06,"Windsor, ON  CAN",Peterborough Petes,OHA,1979-01-01,6,57,N,,72.0,190.0,RW,R
Rick Wamsley,CAN,1959-05-25,"Simco, ON  CAN",Brantford Alexanders,OHA,1979-01-01,8,58,N,,71.0,185.0,G,L
Roland Melanson,CAN,1960-06-28,"Moncton, NB  CAN",Windsor Spitfires,OHA,1979-01-01,2,59,N,,70.0,185.0,G,L
Don Nachbaur,CAN,1959-01-30,"Kitimat, BC  CAN",Billings Bighorns,WHL,1979-01-01,34,60,N,,74.0,200.0,C,L
Bill Whelton,USA,1959-08-28,"Everett, MA  USA",Boston University,NCAA,1979-01-01,33,61,N,,73.0,185.0,D,L
Lee Norwood,USA,1960-02-02,"Oakland, CA  USA",Oshawa Generals,OHA,1979-01-01,32,62,N,,73.0,198.0,D,L
Kevin Maxwell,CAN,1960-03-30,"Chilliwack, BC  CAN",U. Of North Dakota,NCAA,1979-01-01,31,63,N,,68.0,165.0,C,
Steve Peters,CAN,1960-01-23,"Peterborough, ON  CAN",Oshawa Generals,OHA,1979-01-01,35,64,N,,70.0,207.0,C,L
Robert Crawford,CAN,1959-04-06,"Belleville, ON  CAN",Cornwall Royals,QMJHL,1979-01-01,19,65,N,,71.0,180.0,RW,R
John Ogrodnick,CAN,1959-06-20,"Ottawa, ON  CAN",New Westminster Bruins,WHL,1979-01-01,17,66,N,,72.0,204.0,LW,L
Harvie Pocza,CAN,1959-09-22,"Lethbridge, AB  CAN",Billings Bighorns,WHL,1979-01-01,15,67,N,,74.0,194.0,LW,L
Art Rutland,CAN,1960-05-13,"Wawa, ON  CAN",Sault Ste. Marie Greyhounds,OHA,1979-01-01,23,68,N,,70.0,187.0,C,L
Glenn Anderson,CAN,1960-10-02,"Vancouver, BC  CAN",U. Of Denver,NCAA,1979-01-01,22,69,N,,73.0,190.0,RW,L
Louis Begin,CAN,1960-02-06,"St. Lambert, QC  CAN",Sherbrooke Beavers,QMJHL,1979-01-01,16,70,N,,72.0,194.0,LW,L
John Gibson,CAN,1959-07-02,"St. Catharines, ON  CAN",Niagara Falls Flyers,OHA,1979-01-01,26,71,N,,75.0,210.0,C,L
Vincent Tremblay,CAN,1960-10-02,"Quebec City, QC  CAN",Quebec Remparts,QMJHL,1979-01-01,10,72,N,,72.0,180.0,G,L
Brian Cross,CAN,1959-05-22,"Brantford, ON  CAN",Brantford Alexanders,OHA,1979-01-01,5,73,N,,72.0,185.0,D,
Gilles Hamel,CAN,1960-03-18,"Asbestos, QC  CAN",Laval National,QMJHL,1979-01-01,7,74,N,,75.0,183.0,LW,L
Jim Peplinski,CAN,1960-10-24,"Renfrew, ON  CAN",Toronto Marlboros,OHA,1979-01-01,47,75,N,,75.0,209.0,LW,R
Pat Conacher,CAN,1959-05-01,"Edmonton, AB  CAN",Saskatoon Blades,WHL,1979-01-01,3,76,N,,68.0,190.0,LW,L
Donald Gillen,CAN,1960-12-24,"Dodsland, SK  CAN",Brandon Wheat Kings,WHL,1979-01-01,4,77,N,,75.0,210.0,RW,R
Larry Melnyk,CAN,1960-02-21,"Saskatoon, SK  CAN",New Westminster Bruins,WHL,1979-01-01,6,78,N,,72.0,195.0,D,L
Dave Orleski,CAN,1959-12-26,"Edmonton, AB  CAN",New Westminster Bruins,WHL,1979-01-01,8,79,N,,75.0,200.0,D,L
Tim Lockridge,CAN,1959-01-18,"Barrie, ON  CAN",Brandon Wheat Kings,WHL,1979-01-01,2,80,N,,72.0,216.0,D,
Ray Neufeld,CAN,1959-04-15,"St. Boniface, MB  CAN",Edmonton Oil Kings,WHL,1979-01-01,34,81,N,,75.0,209.0,RW,R
Patrick Daley,FRA,1959-03-27,"Maryville, France",Montreal Juniors,QMJHL,1979-01-01,33,82,N,,73.0,176.0,LW,L
Anton Stastny,SVK,1959-08-05,"Bratislava, Slovakia",,Czechoslovakia,1979-01-01,32,83,N,,72.0,188.0,LW,L
Max Kostovich,CAN,1959-08-16,"Vancouver, BC  CAN",Portland Winter Hawks,WHL,1979-01-01,22,84,N,,72.0,185.0,RW,L
Gary Dillon,CAN,1959-02-28,"Toronto, ON  CAN",Toronto Marlboros,OHA,1979-01-01,35,85,N,,70.0,173.0,C,L
Mark Reeds,CAN,1960-01-24,"Burlington, ON  CAN",Peterborough Petes,OHA,1979-01-01,19,86,N,,70.0,178.0,RW,R
Joseph Paterson,CAN,1960-06-25,"Toronto, ON  CAN",London Knights,OHA,1979-01-01,17,87,N,,74.0,207.0,LW,L
Timothy Tookey,CAN,1960-08-29,"Edmonton, AB  CAN",Portland Winter Hawks,WHL,1979-01-01,15,88,N,,71.0,185.0,C,L
Dirk Graham,CAN,1959-07-29,"Regina, SK  CAN",Regina Pats,WHL,1979-01-01,23,89,N,,71.0,190.0,RW,R
James Dobson,CAN,1960-02-29,"Winnipeg, MB  CAN",Portland Winter Hawks,WHL,1979-01-01,31,90,N,,73.0,195.0,RW,R
Gordon Loveday,CAN,1959-07-30,"Simcoe, ON  CAN",Kingston Canadians,OHA,1979-01-01,16,91,N,,72.0,200.0,D,
Jim Brown,USA,1960-03-01,"Phoenix, AZ  USA",Notre Dame,NCAA,1979-01-01,26,92,N,,76.0,210.0,D,R
Frank Nigro,CAN,1960-02-11,"Richmond Hill, ON  CAN",London Knights,OHA,1979-01-01,10,93,N,,68.0,180.0,C,R
Nick Ricci,CAN,1959-06-03,"Niagara Falls, ON  CAN",Niagara Falls Flyers,OHA,1979-01-01,5,94,N,,70.0,160.0,G,L
Alan Haworth,CAN,1960-09-01,"Drummondville, QC  CAN",Sherbrooke Beavers,QMJHL,1979-01-01,7,95,N,,70.0,190.0,C,R
Brad Kempthorne,CAN,1960-05-02,"Boissevain, MB  CAN",Brandon Wheat Kings,WHL,1979-01-01,47,96,N,,74.0,202.0,RW,R
Dan Makuch,CAN,1959-04-22,"Ottawa, ON  CAN",Clarkson U.,NCAA,1979-01-01,3,97,N,,72.0,194.0,RW,R
Thomas Eriksson,SWE,1959-10-16,"Stockholm, Sweden",,Swedish Jr. Nationals,1979-01-01,4,98,N,,74.0,182.0,D,L
Marco Baron,CAN,1959-04-08,"Montreal, QC  CAN",Montreal Juniors,QMJHL,1979-01-01,6,99,N,,70.0,180.0,G,L
Yvan Joly,CAN,1960-02-06,"Hawkesbury, ON  CAN",Ottawa 67'S,OHA,1979-01-01,8,100,N,,68.0,175.0,RW,R
Glen Duncan,CAN,1960-02-22,"Burlington, ON  CAN",Toronto Marlboros,OHA,1979-01-01,2,101,N,,68.0,185.0,RW,L
Mark Renaud,CAN,1959-02-21,"Windsor, ON  CAN",Niagara Falls Flyers,OHA,1979-01-01,34,102,N,,70.0,185.0,D,L
Thomas Steen,SWE,1960-06-08,"Grums, Sweden",,Sweden,1979-01-01,33,103,N,,71.0,190.0,C,L
Pierre Lacroix,CAN,1959-04-11,"Quebec City, QC  CAN",Trois Rivieres Draveurs,QMJHL,1979-01-01,32,104,N,,71.0,185.0,D,L
Michael Toal,CAN,1959-03-23,"Red Deer, AB  CAN",Portland Winter Hawks,WHL,1979-01-01,22,105,N,,72.0,178.0,C,R
Bob Attwell,USA,1959-12-26,"Spokane, WA  USA",Peterborough Petes,OHA,1979-01-01,35,106,N,,72.0,192.0,RW,R
Gilles Leduc,CAN,1960-09-10,"Gatineau, QC  CAN",Verdun Black Hawks,QMJHL,1979-01-01,19,107,N,,72.0,209.0,D,L
Carmine Cirella,CAN,1960-01-16,"Hamilton, ON  CAN",Peterborough Petes,OHA,1979-01-01,17,108,N,,75.0,218.0,LW,L
Greg Theberge,CAN,1959-09-03,"Peterborough, ON  CAN",Peterborough Petes,OHA,1979-01-01,15,109,N,,70.0,185.0,D,L
Shane Swan,CAN,1960-08-14,"Port Dover, ON  CAN",Sudbury Wolves,OHA,1979-01-01,23,110,N,,72.0,202.0,D,
Brian Gualazzi,CAN,1959-11-09,"Sault Ste. Marie, ON  CAN",Sault Ste. Marie Greyhounds,OHA,1979-01-01,31,111,N,,72.0,200.0,RW,R
Doug Crossman,CAN,1960-06-13,"Peterborough, ON  CAN",Ottawa 67'S,OHA,1979-01-01,16,112,N,,74.0,190.0,D,L
Jay Mcfarlane,CAN,1960-01-23,"Dunbartonshire, MB  CAN",U. Of Wisconsin,NCAA,1979-01-01,26,113,N,,72.0,200.0,D,L
Bill Mccreary,USA,1960-04-15,"Springfield, MA  USA",Colgate U.,NCAA,1979-01-01,10,114,N,,72.0,196.0,RW,
Marc Chorney,CAN,1959-11-08,"Sudbury, ON  CAN",U. Of North Dakota,NCAA,1979-01-01,5,115,N,,72.0,200.0,D,L
Richard Knickle,CAN,1960-02-26,"Chatham, ON  CAN",Brandon Wheat Kings,WHL,1979-01-01,7,116,N,,70.0,155.0,G,L
Glenn Johnson,CAN,1959-04-13,"Williams Lake, BC  CAN",U. Of Denver,NCAA,1979-01-01,47,117,N,,75.0,189.0,C,L
Stan Adams,CAN,1959-06-08,"Sudbury, ON  CAN",Niagara Falls Flyers,OHA,1979-01-01,3,118,N,,72.0,200.0,C,
Gord Williams,CAN,1960-04-10,"Saskatoon, SK  CAN",Lethbridge Broncos,WHL,1979-01-01,4,119,N,,70.0,167.0,C,R
Mike Krushelnyski,CAN,1960-04-27,"Montreal, QC  CAN",Montreal Juniors,QMJHL,1979-01-01,6,120,N,,74.0,200.0,C,L
Greg Moffett,USA,1959-04-11,"Bath, ME  USA",U. Of New Hampshire,NCAA,1979-01-01,8,121,N,,70.0,174.0,G,L
John Gibb,CAN,1959-12-26,"Toronto, ON  CAN",Bowning Green,NCAA,1979-01-01,2,122,N,,72.0,200.0,D,
Dave Mcdonald,CAN,1960-03-06,"Montreal, QC  CAN",Brandon Wheat Kings,WHL,1979-01-01,34,123,N,,74.0,187.0,LW,L
Tim Watters,CAN,1959-07-25,"Kamloops, BC  CAN",Michigan Tech,NCAA,1979-01-01,33,124,N,,71.0,185.0,D,L
Scott Mcgeown,CAN,1960-03-09,"Toronto, ON  CAN",Toronto Marlboros,OHA,1979-01-01,32,125,N,,73.0,190.0,D,L
Blair Barnes,CAN,1960-09-21,"Windsor, ON  CAN",Windsor Spitfires,OHA,1979-01-01,22,126,N,,71.0,190.0,RW,R
Douglas Wickenheiser,CAN,1961-03-30,"Regina, SK  CAN",Regina Pats,WHL,1980-01-01,8,1,N,,73.0,200.0,C,L
Dave Babych,CAN,1961-05-23,"Edmonton, AB  CAN",Portland Winter Hawks,WHL,1980-01-01,33,2,N,,73.0,225.0,D,L
Denis Savard,CAN,1961-02-04,"Pointe Gatineau, QC  CAN",Montreal Juniors,QMJHL,1980-01-01,16,3,N,,70.0,175.0,C,R
Larry Murphy,CAN,1961-03-08,"Scarborough, ON  CAN",Peterborough Petes,OHA,1980-01-01,26,4,N,,73.0,215.0,D,R
Darren Veitch,CAN,1960-04-24,"Saskatoon, SK  CAN",Regina Pats,WHL,1980-01-01,15,5,N,,72.0,200.0,D,R
Paul Coffey,CAN,1961-06-01,"Weston, ON  CAN",Kitchener Rangers,OHA,1980-01-01,22,6,N,,72.0,205.0,D,L
Rick Lanz,CZE,1961-09-16,"Karlovy Vary, Czech Republic",Oshawa Generals,OHA,1980-01-01,23,7,N,,74.0,203.0,D,R
Fred Arthur,CAN,1961-03-06,"Toronto, ON  CAN",Cornwall Royals,QMJHL,1980-01-01,34,8,N,,77.0,210.0,D,L
Mike Bullard,CAN,1961-03-10,"Ottawa, ON  CAN",Brantford Alexanders,OHA,1980-01-01,5,9,N,,72.0,195.0,C,L
Jim Fox,CAN,1960-05-18,"Coniston, ON  CAN",Ottawa 67'S,OHA,1980-01-01,26,10,N,,70.0,185.0,RW,R
Mike Blaisdell,CAN,1960-01-18,"Moose Jaw, SK  CAN",Regina Pats,WHL,1980-01-01,17,11,N,,73.0,196.0,RW,R
Rik Wilson,USA,1962-06-17,"Long Beach, CA  USA",Kingston Canadians,OHA,1980-01-01,19,12,N,,72.0,180.0,D,R
Dennis Cyr,CAN,1961-02-04,"Verdun, QC  CAN",Montreal Juniors,QMJHL,1980-01-01,20,13,N,,70.0,180.0,RW,L
Jim Malone,CAN,1962-02-20,"Chatham, NB  CAN",Toronto Marlboros,OHA,1980-01-01,3,14,N,,73.0,190.0,C,L
Jerome Dupont,CAN,1962-02-21,"Ottawa, ON  CAN",Toronto Marlboros,OHA,1980-01-01,16,15,N,,75.0,200.0,D,L
Brad Palmer,CAN,1961-09-14,"Duncan, BC  CAN",Victoria Cougars,WHL,1980-01-01,31,16,N,,71.0,185.0,LW,L
Brent Sutter,CAN,1962-06-10,"Viking, AB  CAN",Red Deer Rustlers,AJHL,1980-01-01,2,17,N,,72.0,188.0,C,R
Barry Pederson,CAN,1961-03-13,"Big River, SK  CAN",Victoria Cougars,WHL,1980-01-01,6,18,N,,71.0,185.0,C,R
Paul Gagne,CAN,1962-02-06,"Iroquois Falls, ON  CAN",Windsor Spitfires,OHA,1980-01-01,35,19,N,,70.0,180.0,LW,L
Steve Patrick,CAN,1961-02-04,"Winnipeg, MB  CAN",Brandon Wheat Kings,WHL,1980-01-01,7,20,N,,75.0,205.0,RW,R
Michael Stothers,CAN,1962-02-22,"Toronto, ON  CAN",Kingston Canadians,OHA,1980-01-01,4,21,N,,76.0,212.0,D,L
Joe Ward,CAN,1961-02-11,"Sarnia, ON  CAN",Seattle Breakers,WHL,1980-01-01,35,22,N,,72.0,178.0,C,L
Moe Mantha,USA,1961-01-21,"Lakewood, OH  USA",Toronto Marlboros,OHA,1980-01-01,33,23,N,,74.0,210.0,D,R
Normand Rochefort,CAN,1961-01-28,"Trois-Rivieres, QC  CAN",Quebec Remparts,QMJHL,1980-01-01,32,24,N,,73.0,214.0,D,L
Craig Muni,CAN,1962-07-19,"Toronto, ON  CAN",Kingston Canadians,OHA,1980-01-01,10,25,N,,75.0,208.0,D,L
Bob Mcgill,CAN,1962-04-27,"Edmonton, AB  CAN",Victoria Cougars,WHL,1980-01-01,10,26,N,,73.0,193.0,D,R
Ric Nattress,CAN,1962-05-25,"Hamilton, ON  CAN",Brantford Alexanders,OHA,1980-01-01,8,27,N,,74.0,210.0,D,R
Steve Ludzik,CAN,1961-04-03,"Toronto, ON  CAN",Niagara Falls Flyers,OHA,1980-01-01,16,28,N,,71.0,185.0,C,L
Michel Galarneau,CAN,1961-03-01,"Montreal, QC  CAN",Hull Olympiques,QMJHL,1980-01-01,34,29,N,,74.0,180.0,C,R
Ken Solheim,CAN,1961-03-27,"Hythe, AB  CAN",Medicine Hat Tigers,WHL,1980-01-01,16,30,N,,75.0,209.0,LW,L
Anthony Curtale,USA,1962-01-29,"Detroit, MI  USA",Brantford Alexanders,OHA,1980-01-01,20,31,N,,72.0,185.0,D,L
Kevin Lavallee,CAN,1961-09-16,"Sudbury, ON  CAN",Brantford Alexanders,OHA,1980-01-01,20,32,N,,68.0,180.0,LW,L
Greg Terrion,CAN,1960-05-02,"Peterborough, ON  CAN",Brantford Alexanders,OHA,1980-01-01,26,33,N,,70.0,189.0,C,L
Dave Morrison,CAN,1962-06-12,"Toronto, ON  CAN",Peterborough Petes,OHA,1980-01-01,26,34,N,,73.0,187.0,RW,R
Michael Allison,CAN,1961-03-28,"Fort Frances, ON  CAN",Sudbury Wolves,OHA,1980-01-01,3,35,N,,72.0,200.0,RW,R
Len Dawes,CAN,1962-04-11,"Nanaimo, BC  CAN",Victoria Cougars,WHL,1980-01-01,16,36,N,,75.0,194.0,D,R
Don Beaupre,CAN,1961-09-19,"Waterloo, ON  CAN",Sudbury Wolves,OHA,1980-01-01,31,37,N,,70.0,175.0,G,L
Kelly Hrudey,CAN,1961-01-13,"Edmonton, AB  CAN",Medicine Hat Tigers,WHL,1980-01-01,2,38,N,,70.0,190.0,G,L
Steve Konroyd,CAN,1961-02-10,"Scarborough, ON  CAN",Oshawa Generals,OHA,1980-01-01,20,39,N,,73.0,203.0,D,L
John Chabot,CAN,1962-05-18,"Summerside, PE  CAN",Hull Olympiques,QMJHL,1980-01-01,8,40,N,,74.0,200.0,C,L
Mike Moller,CAN,1962-06-16,"Calgary, AB  CAN",Lethbridge Broncos,WHL,1980-01-01,7,41,N,,73.0,187.0,RW,R
Jay Fraser,CAN,1961-10-26,"St. Lambert, QC  CAN",Ottawa 67'S,OHA,1980-01-01,4,42,N,,,,LW,
Fred Boimistruck,CAN,1962-01-14,"Sudbury, ON  CAN",Cornwall Royals,QMJHL,1980-01-01,10,43,N,,71.0,190.0,D,R
Murray Eaves,CAN,1960-05-10,"Calgary, AB  CAN",U. Of Michigan,NCAA,1980-01-01,33,44,N,,70.0,185.0,C,R
John Newberry,CAN,1962-04-08,"Port Alberni, BC  CAN",Nanaimo Clippers,BCJHL,1980-01-01,8,45,N,,72.0,194.0,C,L
Mark Osborne,CAN,1961-08-13,"Toronto, ON  CAN",Niagara Falls Flyers,OHA,1980-01-01,17,46,N,,74.0,200.0,LW,L
Dan Miele,CAN,1962-04-12,"LaSalle, QC  CAN",Providence College,NCAA,1980-01-01,15,47,N,,74.0,185.0,RW,R
Shawn Babcock,CAN,1962-07-24,"Wallaceburg, ON  CAN",Windsor Spitfires,OHA,1980-01-01,22,48,N,,70.0,180.0,RW,R
Andy Schliebener,CAN,1962-08-16,"Ottawa, ON  CAN",Peterborough Petes,OHA,1980-01-01,23,49,N,,72.0,200.0,D,L
Mickey Volcan,CAN,1962-03-03,"Edmonton, AB  CAN",U. Of North Dakota,NCAA,1980-01-01,34,50,N,,72.0,180.0,D,
Randy Boyd,CAN,1962-01-23,"Coniston, ON  CAN",Ottawa 67'S,OHA,1980-01-01,5,51,N,,71.0,200.0,D,L
Steve Bozek,CAN,1960-11-26,"Kelowna, BC  CAN",Northern Michigan U.,NCAA,1980-01-01,26,52,N,,71.0,180.0,LW,L
Randy Velischek,CAN,1962-02-10,"Montreal, QC  CAN",Providence College,NCAA,1980-01-01,31,53,N,,72.0,200.0,D,L
James Pavese,USA,1962-06-08,"New York City, NY  USA",Kitchener Rangers,OHA,1980-01-01,19,54,N,,74.0,205.0,D,L
Torrie Robertson,CAN,1961-08-02,"Victoria, BC  CAN",Victoria Cougars,WHL,1980-01-01,15,55,N,,71.0,200.0,LW,L
Sean Mckenna,CAN,1962-03-07,"Asbestos, QC  CAN",Sherbrooke Beavers,QMJHL,1980-01-01,7,56,N,,72.0,185.0,RW,R
Troy Murray,CAN,1962-07-31,"Calgary, AB  CAN",St. Albert Saints,AJHL,1980-01-01,16,57,N,,73.0,195.0,C,R
Marcel Frere,CAN,1962-01-18,"Trochu, AB  CAN",Billings Bighorns,WHL,1980-01-01,16,58,N,,72.0,182.0,LW,L
Dave Simpson,CAN,1962-03-03,"London, ON  CAN",London Knights,OHA,1980-01-01,2,59,N,,72.0,189.0,C,L
Tom Fergus,USA,1962-06-16,"Chicago, IL  USA",Peterborough Petes,OHA,1980-01-01,6,60,N,,75.0,210.0,C,L
Craig Ludwig,USA,1961-03-15,"Rhinelander, WI  USA",U. Of North Dakota,NCAA,1980-01-01,8,61,N,,75.0,220.0,D,L
Jay North,USA,1962-06-26,"Bloomington, MN  USA",Bloomington Jefferson H.S.,Minn.,1980-01-01,7,62,N,,72.0,175.0,C,
Paul Mercier,CAN,1961-05-18,"Smooth Rock Falls, ON  CAN",Sudbury Wolves,OHA,1980-01-01,4,63,N,,72.0,200.0,D,L
Richard Laferriere,CAN,1961-01-03,"Hawkesbury, ON  CAN",Peterborough Petes,OHA,1980-01-01,35,64,N,,68.0,165.0,G,L
Guy Fournier,CAN,1962-01-30,"Portneuf, QC  CAN",Shawinigan Cataractes,QMJHL,1980-01-01,33,65,N,,70.0,171.0,C,L
Jay Miller,USA,1960-07-16,"Natick, MA  USA",U. Of New Hampshire,NCAA,1980-01-01,32,66,N,,74.0,210.0,LW,L
Carey Wilson,CAN,1962-05-19,"Winnipeg, MB  CAN",Dartmouth College,NCAA,1980-01-01,16,67,N,,74.0,195.0,C,R
Monty Trottier,USA,1961-07-25,"Buffalo, NY  USA",Billings Bighorns,WHL,1980-01-01,2,68,N,,70.0,169.0,C,R
Jari Kurri,FIN,1960-05-18,"Helsinki, Finland",Jokerit Helsinki,FINLAND,1980-01-01,22,69,N,,73.0,195.0,C,R
Marc Crawford,CAN,1961-02-13,"Belleville, ON  CAN",Cornwall Royals,QMJHL,1980-01-01,23,70,N,,71.0,185.0,LW,L
Kevin Mcclelland,CAN,1962-07-04,"Oshawa, ON  CAN",Niagara Falls Flyers,OHA,1980-01-01,34,71,N,,74.0,205.0,RW,R
Antony Feltrin,CAN,1961-12-06,"Ladysmith, BC  CAN",Victoria Cougars,WHL,1980-01-01,5,72,N,,73.0,184.0,D,L
Bernie Nicholls,CAN,1961-06-24,"Haliburton, ON  CAN",Kingston Canadians,OHA,1980-01-01,26,73,N,,72.0,185.0,C,R
Stew Gavin,CAN,1960-03-15,"Ottawa, ON  CAN",Toronto Marlboros,OHA,1980-01-01,10,74,N,,72.0,190.0,RW,L
Robert Brooke,USA,1960-12-18,"Melrose, MA  USA",Yale University,NCAA,1980-01-01,19,75,N,,71.0,195.0,RW,R
Marc Roy,CAN,1961-02-07,"Forestville, QC  CAN",Trois Rivieres Draveurs,QMJHL,1980-01-01,20,76,N,,72.0,182.0,RW,R
Kurt Kleinendorst,USA,1961-12-31,"Grand Rapids, MN  USA",Providence College,NCAA,1980-01-01,3,77,N,,74.0,189.0,C,L
Brian Shaw,CAN,1962-05-20,"Edmonton, AB  CAN",Portland Winter Hawks,WHL,1980-01-01,16,78,N,,72.0,185.0,RW,R
Mark Huglen,USA,1962-05-20,"Roseau, MN  USA",Roseau H.S.,Minn.,1980-01-01,31,79,N,,71.0,185.0,D,L
Greg Gilbert,CAN,1962-01-22,"Toronto, ON  CAN",Toronto Marlboros,OHA,1980-01-01,2,80,N,,73.0,190.0,LW,L
Steve Kasper,CAN,1961-09-28,"Montreal, QC  CAN",Verdun/Sorel Blackhawks,QMJHL,1980-01-01,6,81,N,,68.0,175.0,C,L
Jeff Teal,USA,1960-05-30,"Rochester, MN  USA",U. Of Minnesota,NCAA,1980-01-01,8,82,N,,75.0,205.0,C,
James Wiemer,CAN,1961-01-09,"Sudbury, ON  CAN",Peterborough Petes,OHA,1980-01-01,7,83,N,,76.0,210.0,D,L
Taras Zytynsky,CAN,1962-05-30,"Montreal, QC  CAN",Montreal Juniors,QMJHL,1980-01-01,4,84,N,,74.0,209.0,D,L
Ed Cooper,CAN,1960-08-28,"Loon Lake, SK  CAN",Portland Winter Hawks,WHL,1980-01-01,35,85,N,,70.0,188.0,LW,L
Glen Ostir,CAN,1961-01-14,"Winnipeg, MB  CAN",Portland Winter Hawks,WHL,1980-01-01,33,86,N,,74.0,182.0,D,R
Basil Mcrae,CAN,1961-01-05,"Beaverton, ON  CAN",London Knights,OHA,1980-01-01,32,87,N,,74.0,210.0,LW,L
Mike Corrigan,CAN,1961-05-06,"Timmins, ON  CAN",Cornwall Royals,QMJHL,1980-01-01,17,88,N,,74.0,200.0,RW,R
Timo Blomqvist,FIN,1961-01-23,"Helsinki, Finland",Jokerit Helsinki,FINLAND,1980-01-01,15,89,N,,72.0,200.0,D,R
Walt Poddubny,CAN,1960-02-14,"Thunder Bay, ON  CAN",Kingston Canadians,OHA,1980-01-01,22,90,N,,73.0,210.0,LW,L
Darrell May,CAN,1962-03-03,"Montreal, QC  CAN",Portland Winter Hawks,WHL,1980-01-01,23,91,N,,72.0,175.0,G,L
Darren Jensen,CAN,1960-05-27,"Creston, BC  CAN",U. Of North Dakota,NCAA,1980-01-01,34,92,N,,68.0,165.0,G,L
Doug Shedden,CAN,1961-04-29,"Wallaceburg, ON  CAN",Sault Ste. Marie Greyhounds,OHA,1980-01-01,5,93,N,,72.0,182.0,C,R
Al Graves,FRA,1961-11-11,"Marseille, France",Seattle Breakers,WHL,1980-01-01,26,94,N,,72.0,189.0,LW,L
Hugh Larkin,USA,1962-07-10,"Fort Stewart, GA  USA",Sault Ste. Marie Greyhounds,OHA,1980-01-01,10,95,N,,72.0,185.0,RW,R
Alain Lemieux,CAN,1961-05-24,"Montreal, QC  CAN",Chicoutimi Sagueneens,QMJHL,1980-01-01,19,96,N,,72.0,185.0,C,L
Randy Turnbull,CAN,1962-02-07,"Bentley, AB  CAN",Portland Winter Hawks,WHL,1980-01-01,20,97,N,,72.0,185.0,D,R
Scot Kleinendorst,USA,1960-01-16,"Grand Rapids, MN  USA",Providence College,NCAA,1980-01-01,3,98,N,,75.0,215.0,C,L
Kevin Ginnell,USA,1961-12-05,"Omaha, NE  USA",Medicine Hat Tigers,WHL,1980-01-01,16,99,N,,75.0,200.0,C,R
David Jensen,USA,1961-05-03,"Minneapolis, MN  USA",U. Of Minnesota,NCAA,1980-01-01,31,100,N,,73.0,185.0,D,L
Ken Leiter,USA,1961-04-19,"Detroit, MI  USA",Michigan State U.,NCAA,1980-01-01,2,101,N,,72.0,194.0,D,L
Randy Hillier,CAN,1960-03-30,"Toronto, ON  CAN",Sudbury Wolves,OHA,1980-01-01,6,102,N,,73.0,192.0,D,L
Remi Gagne,CAN,1962-01-24,"Gagnon, QC  CAN",Chicoutimi Sagueneens,QMJHL,1980-01-01,8,103,N,,70.0,194.0,RW,R
Dirk Rueter,CAN,1962-04-18,"Toronto, ON  CAN",Sault Ste. Marie Greyhounds,OHA,1980-01-01,7,104,N,,70.0,180.0,D,R
Dan Held,CAN,1961-11-13,"Montreal, QC  CAN",Seattle Breakers,WHL,1980-01-01,4,105,N,,71.0,185.0,C,R
Aaron Broten,USA,1960-11-14,"Roseau, MN  USA",U. Of Minnesota,NCAA,1980-01-01,35,106,N,,70.0,180.0,C,L
Ronald Loustel,CAN,1962-03-07,"Gilbert Plains, MB  CAN",Saskatoon Blades,WHL,1980-01-01,33,107,N,,70.0,185.0,G,L
Mark Kumpel,USA,1961-03-07,"Wakefield, MA  USA",U. Of Lowell,NCAA,1980-01-01,32,108,N,,72.0,190.0,RW,R
Wayne Crawford,CAN,1961-04-18,"Toronto, ON  CAN",Toronto Marlboros,OHA,1980-01-01,17,109,N,,70.0,169.0,C,L
Todd Bidner,CAN,1961-07-05,"Petrolia, ON  CAN",Toronto Marlboros,OHA,1980-01-01,15,110,N,,74.0,205.0,LW,L
Mike Winther,CAN,1961-06-16,"Prince George, BC  CAN",Brandon Wheat Kings,WHL,1980-01-01,22,111,N,,72.0,187.0,C,
Ken Berry,CAN,1960-06-21,"Burnaby, BC  CAN",Canadian National Team,Intl,1980-01-01,23,112,N,,69.0,175.0,LW,L
Mario Cerri,CAN,1961-10-14,"Sudbury, ON  CAN",Ottawa 67'S,OHA,1980-01-01,34,113,N,,70.0,180.0,C,L
Pat Graham,CAN,1961-05-25,"Toronto, ON  CAN",Niagara Falls Flyers,OHA,1980-01-01,5,114,N,,73.0,190.0,LW,L
Darren Eliot,CAN,1961-11-26,"Milton, ON  CAN",Cornell U.,NCAA,1980-01-01,26,115,N,,73.0,175.0,G,R
Ron Dennis,CAN,1961-04-13,"Vancouver, BC  CAN",Princeton University,NCAA,1980-01-01,10,116,N,,72.0,200.0,G,L
Perry Anderson,CAN,1961-10-14,"Barrie, ON  CAN",Kingston Canadians,OHA,1980-01-01,19,117,N,,73.0,225.0,LW,L
John Multan,CAN,1961-08-26,"Winnipeg, MB  CAN",Portland Winter Hawks,WHL,1980-01-01,20,118,N,,70.0,200.0,RW,R
